0,1
0.001,1
0.0020001,1
0.0030001,1
0.0040001,1
0.0050002,-1
0.0060002,-1
0.0070002,-1
0.0080003,-1
0.0090003,-1
0.01,1
0.011,1
0.012,1
0.013,1
0.014,1
0.015001,-1
0.016001,-1
0.017001,-1
0.018001,-1
0.019001,-1
0.020001,1
0.021001,1
0.022001,1
0.023001,1
0.024001,1
0.025001,-1
0.026001,-1
0.027001,-1
0.028001,-1
0.029001,-1
0.030001,1
0.031001,1
0.032001,1
0.033001,1
0.034001,1
0.035001,-1
0.036001,-1
0.037001,-1
0.038001,-1
0.039001,-1
0.040001,1
0.041001,1
0.042001,1
0.043001,1
0.044001,1
0.045002,-1
0.046002,-1
0.047002,-1
0.048002,-1
0.049002,-1
0.050002,1
0.051002,1
0.052002,1
0.053002,1
0.054002,1
0.055002,-1
0.056002,-1
0.057002,-1
0.058002,-1
0.059002,-1
0.060002,1
0.061002,1
0.062002,1
0.063002,1
0.064002,1
0.065002,-1
0.066002,-1
0.067002,-1
0.068002,-1
0.069002,-1
0.070002,1
0.071002,1
0.072002,1
0.073002,1
0.074002,1
0.075003,-1
0.076003,-1
0.077003,-1
0.078003,-1
0.079003,-1
0.080003,1
0.081003,1
0.082003,1
0.083003,1
0.084003,1
0.085003,-1
0.086003,-1
0.087003,-1
0.088003,-1
0.089003,-1
0.090003,1
0.091003,1
0.092003,1
0.093003,1
0.094003,1
0.095003,-1
0.096003,-1
0.097003,-1
0.098003,-1
0.099003,-1
0.1,1
0.101,1
0.102,1
0.103,1
0.104,1
0.105,-1
0.106,-1
0.107,-1
0.108,-1
0.109,-1
0.11,1
0.111,1
0.112,1
0.113,1
0.114,1
0.115,-1
0.116,-1
0.117,-1
0.118,-1
0.119,-1
0.12,1
0.121,1
0.122,1
0.123,1
0.124,1
0.125,-1
0.126,-1
0.127,-1
0.128,-1
0.129,-1
0.13,1
0.131,1
0.132,1
0.133,1
0.134,1
0.135,-1
0.136,-1
0.137,-1
0.138,-1
0.139,-1
0.14,1
0.141,1
0.142,1
0.143,1
0.144,1
0.145,-1
0.146,-1
0.147,-1
0.148,-1
0.149,-1
0.15001,1
0.15101,1
0.15201,1
0.15301,1
0.15401,1
0.15501,-1
0.15601,-1
0.15701,-1
0.15801,-1
0.15901,-1
0.16001,1
0.16101,1
0.16201,1
0.16301,1
0.16401,1
0.16501,-1
0.16601,-1
0.16701,-1
0.16801,-1
0.16901,-1
0.17001,1
0.17101,1
0.17201,1
0.17301,1
0.17401,1
0.17501,-1
0.17601,-1
0.17701,-1
0.17801,-1
0.17901,-1
0.18001,1
0.18101,1
0.18201,1
0.18301,1
0.18401,1
0.18501,-1
0.18601,-1
0.18701,-1
0.18801,-1
0.18901,-1
0.19001,1
0.19101,1
0.19201,1
0.19301,1
0.19401,1
0.19501,-1
0.19601,-1
0.19701,-1
0.19801,-1
0.19901,-1
0.20001,1
0.20101,1
0.20201,1
0.20301,1
0.20401,1
0.20501,-1
0.20601,-1
0.20701,-1
0.20801,-1
0.20901,-1
0.21001,1
0.21101,1
0.21201,1
0.21301,1
0.21401,1
0.21501,-1
0.21601,-1
0.21701,-1
0.21801,-1
0.21901,-1
0.22001,1
0.22101,1
0.22201,1
0.22301,1
0.22401,1
0.22501,-1
0.22601,-1
0.22701,-1
0.22801,-1
0.22901,-1
0.23001,1
0.23101,1
0.23201,1
0.23301,1
0.23401,1
0.23501,-1
0.23601,-1
0.23701,-1
0.23801,-1
0.23901,-1
0.24001,1
0.24101,1
0.24201,1
0.24301,1
0.24401,1
0.24501,-1
0.24601,-1
0.24701,-1
0.24801,-1
0.24901,-1
0.25001,1
0.25101,1
0.25201,1
0.25301,1
0.25401,1
0.25501,-1
0.25601,-1
0.25701,-1
0.25801,-1
0.25901,-1
0.26001,1
0.26101,1
0.26201,1
0.26301,1
0.26401,1
0.26501,-1
0.26601,-1
0.26701,-1
0.26801,-1
0.26901,-1
0.27001,1
0.27101,1
0.27201,1
0.27301,1
0.27401,1
0.27501,-1
0.27601,-1
0.27701,-1
0.27801,-1
0.27901,-1
0.28001,1
0.28101,1
0.28201,1
0.28301,1
0.28401,1
0.28501,-1
0.28601,-1
0.28701,-1
0.28801,-1
0.28901,-1
0.29001,1
0.29101,1
0.29201,1
0.29301,1
0.29401,1
0.29501,-1
0.29601,-1
0.29701,-1
0.29801,-1
0.29901,-1
0.30001,1
0.30101,1
0.30201,1
0.30301,1
0.30401,1
0.30501,-1
0.30601,-1
0.30701,-1
0.30801,-1
0.30901,-1
0.31001,1
0.31101,1
0.31201,1
0.31301,1
0.31401,1
0.31501,-1
0.31601,-1
0.31701,-1
0.31801,-1
0.31901,-1
0.32001,1
0.32101,1
0.32201,1
0.32301,1
0.32401,1
0.32501,-1
0.32601,-1
0.32701,-1
0.32801,-1
0.32901,-1
0.33001,1
0.33101,1
0.33201,1
0.33301,1
0.33401,1
0.33501,-1
0.33601,-1
0.33701,-1
0.33801,-1
0.33901,-1
0.34001,1
0.34101,1
0.34201,1
0.34301,1
0.34401,1
0.34501,-1
0.34601,-1
0.34701,-1
0.34801,-1
0.34901,-1
0.35001,1
0.35101,1
0.35201,1
0.35301,1
0.35401,1
0.35501,-1
0.35601,-1
0.35701,-1
0.35801,-1
0.35901,-1
0.36001,1
0.36101,1
0.36201,1
0.36301,1
0.36401,1
0.36501,-1
0.36601,-1
0.36701,-1
0.36801,-1
0.36901,-1
0.37001,1
0.37101,1
0.37201,1
0.37301,1
0.37401,1
0.37501,-1
0.37601,-1
0.37701,-1
0.37801,-1
0.37901,-1
0.38001,1
0.38101,1
0.38201,1
0.38301,1
0.38401,1
0.38501,-1
0.38601,-1
0.38701,-1
0.38801,-1
0.38901,-1
0.39001,1
0.39101,1
0.39201,1
0.39301,1
0.39401,1
0.39501,-1
0.39601,-1
0.39701,-1
0.39801,-1
0.39901,-1
0.40001,1
0.40101,1
0.40201,1
0.40301,1
0.40401,1
0.40501,-1
0.40601,-1
0.40701,-1
0.40801,-1
0.40901,-1
0.41001,1
0.41101,1
0.41201,1
0.41301,1
0.41401,1
0.41501,-1
0.41601,-1
0.41701,-1
0.41801,-1
0.41901,-1
0.42001,1
0.42101,1
0.42201,1
0.42301,1
0.42401,1
0.42501,-1
0.42601,-1
0.42701,-1
0.42801,-1
0.42901,-1
0.43001,1
