0,0
0.00010418,2144.5
0.00020836,4286.7
0.00031253,6424.3
0.00041671,8555.1
0.00052089,10677
0.00062507,12787
0.00072924,14883
0.00083342,16964
0.0009376,19026
0.0010418,21068
0.001146,23087
0.0012501,25082
0.0013543,27050
0.0014585,28989
0.0015627,30896
0.0016668,32771
0.001771,34611
0.0018752,36413
0.0019794,38177
0.0020836,39899
0.0021877,41579
0.0022919,43215
0.0023961,44804
0.0025003,46345
0.0026044,47836
0.0027086,49276
0.0028128,50664
0.002917,51997
0.0030211,53274
0.0031253,54495
0.0032295,55657
0.0033337,56759
0.0034379,57801
0.003542,58781
0.0036462,59698
0.0037504,60550
0.0038546,61338
0.0039587,62061
0.0040629,62717
0.0041671,63305
0.0042713,63826
0.0043755,64279
0.0044796,64662
0.0045838,64977
0.004688,65221
0.0047922,65396
0.0048963,65501
0.0050005,65536
0.0051047,65501
0.0052089,65395
0.0053131,65219
0.0054172,64974
0.0055214,64659
0.0056256,64274
0.0057298,63821
0.0058339,63300
0.0059381,62710
0.0060423,62054
0.0061465,61331
0.0062507,60542
0.0063548,59689
0.006459,58771
0.0065632,57791
0.0066674,56749
0.0067715,55646
0.0068757,54483
0.0069799,53262
0.0070841,51984
0.0071882,50650
0.0072924,49262
0.0073966,47822
0.0075008,46330
0.007605,44788
0.0077091,43198
0.0078133,41563
0.0079175,39882
0.0080217,38159
0.0081258,36395
0.00823,34592
0.0083342,32753
0.0084384,30877
0.0085426,28969
0.0086467,27030
0.0087509,25062
0.0088551,23067
0.0089593,21048
0.0090634,19005
0.0091676,16943
0.0092718,14862
0.009376,12766
0.0094802,10655
0.0095843,8533.8
0.0096885,6403
0.0097927,4265.3
0.0098969,2123.1
0.010001,-21.449
0.010105,-2165.9
0.010209,-4308.1
0.010314,-6445.7
0.010418,-8576.3
0.010522,-10698
0.010626,-12808
0.01073,-14904
0.010834,-16984
0.010939,-19047
0.011043,-21088
0.011147,-23107
0.011251,-25102
0.011355,-27069
0.01146,-29008
0.011564,-30915
0.011668,-32790
0.011772,-34629
0.011876,-36431
0.01198,-38194
0.012085,-39916
0.012189,-41596
0.012293,-43231
0.012397,-44819
0.012501,-46360
0.012605,-47851
0.01271,-49291
0.012814,-50677
0.012918,-52010
0.013022,-53287
0.013126,-54507
0.013231,-55668
0.013335,-56770
0.013439,-57811
0.013543,-58790
0.013647,-59706
0.013751,-60559
0.013856,-61346
0.01396,-62068
0.014064,-62723
0.014168,-63311
0.014272,-63831
0.014376,-64283
0.014481,-64666
0.014585,-64979
0.014689,-65224
0.014793,-65398
0.014897,-65502
0.015002,-65536
0.015106,-65500
0.01521,-65394
0.015314,-65217
0.015418,-64971
0.015522,-64655
0.015627,-64270
0.015731,-63816
0.015835,-63294
0.015939,-62704
0.016043,-62047
0.016148,-61323
0.016252,-60534
0.016356,-59680
0.01646,-58762
0.016564,-57781
0.016668,-56738
0.016773,-55634
0.016877,-54471
0.016981,-53249
0.017085,-51971
0.017189,-50637
0.017293,-49248
0.017398,-47807
0.017502,-46314
0.017606,-44772
0.01771,-43182
0.017814,-41546
0.017919,-39865
0.018023,-38142
0.018127,-36378
0.018231,-34574
0.018335,-32734
0.018439,-30859
0.018544,-28950
0.018648,-27011
0.018752,-25042
0.018856,-23047
0.01896,-21027
0.019064,-18985
0.019169,-16922
0.019273,-14841
0.019377,-12745
0.019481,-10634
0.019585,-8512.5
0.01969,-6381.6
0.019794,-4243.9
0.019898,-2101.6
0.020002,42.898
0.020106,2187.4
0.02021,4329.5
0.020315,6467
0.020419,8597.6
0.020523,10719
0.020627,12829
0.020731,14925
0.020836,17005
0.02094,19067
0.021044,21109
0.021148,23128
0.021252,25122
0.021356,27089
0.021461,29027
0.021565,30934
0.021669,32808
0.021773,34647
0.021877,36449
0.021981,38212
0.022086,39933
0.02219,41612
0.022294,43247
0.022398,44835
0.022502,46375
0.022607,47866
0.022711,49305
0.022815,50691
0.022919,52023
0.023023,53299
0.023127,54519
0.023232,55680
0.023336,56781
0.02344,57821
0.023544,58800
0.023648,59715
0.023752,60567
0.023857,61354
0.023961,62075
0.024065,62729
0.024169,63316
0.024273,63836
0.024378,64287
0.024482,64669
0.024586,64982
0.02469,65226
0.024794,65399
0.024898,65503
0.025003,65536
0.025107,65499
0.025211,65392
0.025315,65215
0.025419,64968
0.025523,64652
0.025628,64266
0.025732,63811
0.025836,63289
0.02594,62698
0.026044,62040
0.026149,61316
0.026253,60526
0.026357,59671
0.026461,58752
0.026565,57771
0.026669,56727
0.026774,55623
0.026878,54459
0.026982,53237
0.027086,51958
0.02719,50623
0.027295,49234
0.027399,47792
0.027503,46299
0.027607,44757
0.027711,43166
0.027815,41529
0.02792,39848
0.028024,38124
0.028128,36360
0.028232,34556
0.028336,32715
0.02844,30840
0.028545,28931
0.028649,26991
0.028753,25023
0.028857,23027
0.028961,21007
0.029066,18964
0.02917,16902
0.029274,14821
0.029378,12724
0.029482,10613
0.029586,8491.3
0.029691,6360.3
0.029795,4222.5
0.029899,2080.2
0.030003,-64.347
0.030107,-2208.8
0.030211,-4350.9
0.030316,-6488.4
0.03042,-8618.8
0.030524,-10740
0.030628,-12850
0.030732,-14946
0.030837,-17026
0.030941,-19088
0.031045,-21129
0.031149,-23148
0.031253,-25141
0.031357,-27108
0.031462,-29046
0.031566,-30953
0.03167,-32827
0.031774,-34665
0.031878,-36467
0.031982,-38229
0.032087,-39950
0.032191,-41629
0.032295,-43263
0.032399,-44851
0.032503,-46390
0.032608,-47880
0.032712,-49319
0.032816,-50705
0.03292,-52036
0.033024,-53312
0.033128,-54531
0.033233,-55691
0.033337,-56792
0.033441,-57831
0.033545,-58809
0.033649,-59724
0.033754,-60575
0.033858,-61361
0.033962,-62081
0.034066,-62735
0.03417,-63322
0.034274,-63841
0.034379,-64291
0.034483,-64673
0.034587,-64985
0.034691,-65228
0.034795,-65401
0.034899,-65503
0.035004,-65536
0.035108,-65498
0.035212,-65391
0.035316,-65213
0.03542,-64965
0.035525,-64648
0.035629,-64262
0.035733,-63807
0.035837,-63283
0.035941,-62692
0.036045,-62033
0.03615,-61308
0.036254,-60518
0.036358,-59662
0.036462,-58743
0.036566,-57761
0.03667,-56716
0.036775,-55612
0.036879,-54447
0.036983,-53224
0.037087,-51945
0.037191,-50609
0.037296,-49220
0.0374,-47778
0.037504,-46284
0.037608,-44741
0.037712,-43150
0.037816,-41513
0.037921,-39831
0.038025,-38107
0.038129,-36342
0.038233,-34538
0.038337,-32697
0.038442,-30821
0.038546,-28912
0.03865,-26972
0.038754,-25003
0.038858,-23007
0.038962,-20987
0.039067,-18944
0.039171,-16881
0.039275,-14800
0.039379,-12703
0.039483,-10592
0.039587,-8470
0.039692,-6338.9
0.039796,-4201.1
0.0399,-2058.7
0.040004,85.795
0.040108,2230.2
0.040213,4372.3
0.040317,6509.7
0.040421,8640.1
0.040525,10761
0.040629,12871
0.040733,14967
0.040838,17047
0.040942,19108
0.041046,21149
0.04115,23168
0.041254,25161
0.041358,27128
0.041463,29066
0.041567,30972
0.041671,32845
0.041775,34684
0.041879,36484
0.041984,38246
0.042088,39967
0.042192,41646
0.042296,43279
0.0424,44866
0.042504,46405
0.042609,47895
0.042713,49333
0.042817,50718
